api_key,pin,name,value,date
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,22.4,2024-05-30 19:24:26
TEY8OO5iafAV96gRKcZohbO6ED,V7,sensor_hum,72.7,2024-05-30 19:24:26
TEY8OO5iafAV96gRKcZohbO6ED,V9,sensor_temp_water,20.1,2024-05-30 19:24:26
TEY8OO5iafAV96gRKcZohbO6ED,V5,sensor_ph,6.5,2024-05-30 19:24:26
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,9.3,2024-05-30 19:24:26
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,23.2,2024-05-30 19:19:26
TEY8OO5iafAV96gRKcZohbO6ED,V7,sensor_hum,66.6,2024-05-30 19:19:26
TEY8OO5iafAV96gRKcZohbO6ED,V9,sensor_temp_water,21.0,2024-05-30 19:19:26
TEY8OO5iafAV96gRKcZohbO6ED,V5,sensor_ph,6.3,2024-05-30 19:19:26
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,7.6,2024-05-30 19:19:26
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,22.7,2024-05-30 19:14:26
TEY8OO5iafAV96gRKcZohbO6ED,V7,sensor_hum,66.6,2024-05-30 19:14:26
TEY8OO5iafAV96gRKcZohbO6ED,V9,sensor_temp_water,22.0,2024-05-30 19:14:26
TEY8OO5iafAV96gRKcZohbO6ED,V5,sensor_ph,6.0,2024-05-30 19:14:26
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,7.0,2024-05-30 19:14:26
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,22.2,2024-05-30 19:09:26
TEY8OO5iafAV96gRKcZohbO6ED,V7,sensor_hum,68.1,2024-05-30 19:09:26
TEY8OO5iafAV96gRKcZohbO6ED,V9,sensor_temp_water,21.8,2024-05-30 19:09:26
TEY8OO5iafAV96gRKcZohbO6ED,V5,sensor_ph,5.9,2024-05-30 19:09:26
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,3.3,2024-05-30 19:09:26
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,23.5,2024-05-30 19:04:26
TEY8OO5iafAV96gRKcZohbO6ED,V7,sensor_hum,68.6,2024-05-30 19:04:26
TEY8OO5iafAV96gRKcZohbO6ED,V9,sensor_temp_water,21.4,2024-05-30 19:04:26
TEY8OO5iafAV96gRKcZohbO6ED,V5,sensor_ph,5.5,2024-05-30 19:04:26
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,0.7,2024-05-30 19:04:26
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,24.0,2024-05-30 18:59:26
TEY8OO5iafAV96gRKcZohbO6ED,V7,sensor_hum,68.1,2024-05-30 18:59:26
TEY8OO5iafAV96gRKcZohbO6ED,V9,sensor_temp_water,20.0,2024-05-30 18:59:26
TEY8OO5iafAV96gRKcZohbO6ED,V5,sensor_ph,6.2,2024-05-30 18:59:26
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,9.5,2024-05-30 18:59:26
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,23.5,2024-05-30 18:54:26
TEY8OO5iafAV96gRKcZohbO6ED,V7,sensor_hum,69.6,2024-05-30 18:54:26
TEY8OO5iafAV96gRKcZohbO6ED,V9,sensor_temp_water,19.6,2024-05-30 18:54:26
TEY8OO5iafAV96gRKcZohbO6ED,V5,sensor_ph,6.2,2024-05-30 18:54:26
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,4.5,2024-05-30 18:54:26
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,22.1,2024-05-30 18:49:26
TEY8OO5iafAV96gRKcZohbO6ED,V7,sensor_hum,70.4,2024-05-30 18:49:26
TEY8OO5iafAV96gRKcZohbO6ED,V9,sensor_temp_water,21.9,2024-05-30 18:49:26
TEY8OO5iafAV96gRKcZohbO6ED,V5,sensor_ph,6.1,2024-05-30 18:49:26
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,6.9,2024-05-30 18:49:26
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,23.7,2024-05-30 18:44:26
TEY8OO5iafAV96gRKcZohbO6ED,V7,sensor_hum,69.3,2024-05-30 18:44:26
TEY8OO5iafAV96gRKcZohbO6ED,V9,sensor_temp_water,21.5,2024-05-30 18:44:26
TEY8OO5iafAV96gRKcZohbO6ED,V5,sensor_ph,5.6,2024-05-30 18:44:26
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,1.7,2024-05-30 18:44:26
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,23.5,2024-05-30 18:39:26
TEY8OO5iafAV96gRKcZohbO6ED,V7,sensor_hum,65.6,2024-05-30 18:39:26
TEY8OO5iafAV96gRKcZohbO6ED,V9,sensor_temp_water,19.2,2024-05-30 18:39:26
TEY8OO5iafAV96gRKcZohbO6ED,V5,sensor_ph,5.7,2024-05-30 18:39:26
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,7.8,2024-05-30 18:39:26
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,23.5,2024-05-30 18:34:26
TEY8OO5iafAV96gRKcZohbO6ED,V7,sensor_hum,70.2,2024-05-30 18:34:26
TEY8OO5iafAV96gRKcZohbO6ED,V9,sensor_temp_water,21.4,2024-05-30 18:34:26
TEY8OO5iafAV96gRKcZohbO6ED,V5,sensor_ph,5.7,2024-05-30 18:34:26
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,4.9,2024-05-30 18:34:26
TEY8OO5iafAV96gRKcZohbO6ED,V8,sensor_temp,23.0,2024-05-30 18:29:26
TEY8OO5iafAV96gRKcZohbO6ED,V7,sensor_hum,70.7,2024-05-30 18:29:26
