api_key,pin,name,value,date
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,504.6,2024-05-19 00:00:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,574.5,2024-05-19 00:05:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,504.3,2024-05-19 00:10:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,500.5,2024-05-19 00:15:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,563.1,2024-05-19 00:20:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,511.5,2024-05-19 00:25:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,561.8,2024-05-19 00:30:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,559.2,2024-05-19 00:35:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,583.1,2024-05-19 00:40:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,552.7,2024-05-19 00:45:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,571.7,2024-05-19 00:50:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,512.2,2024-05-19 00:55:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,514.8,2024-05-19 01:00:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,544.9,2024-05-19 01:05:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,546.7,2024-05-19 01:10:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,579.3,2024-05-19 01:15:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,590.6,2024-05-19 01:20:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,530.6,2024-05-19 01:25:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,578.0,2024-05-19 01:30:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,566.1,2024-05-19 01:35:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,510.8,2024-05-19 01:40:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,557.9,2024-05-19 01:45:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,530.9,2024-05-19 01:50:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,562.3,2024-05-19 01:55:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,558.1,2024-05-19 02:00:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,597.9,2024-05-19 02:05:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,520.3,2024-05-19 02:10:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,580.3,2024-05-19 02:15:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,529.4,2024-05-19 02:20:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,547.7,2024-05-19 02:25:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,584.3,2024-05-19 02:30:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,511.1,2024-05-19 02:35:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,513.4,2024-05-19 02:40:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,530.6,2024-05-19 02:45:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,521.4,2024-05-19 02:50:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,592.7,2024-05-19 02:55:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,514.7,2024-05-19 03:00:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,522.6,2024-05-19 03:05:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,537.1,2024-05-19 03:10:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,578.9,2024-05-19 03:15:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,549.6,2024-05-19 03:20:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,587.2,2024-05-19 03:25:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,524.6,2024-05-19 03:30:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,501.5,2024-05-19 03:35:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,503.4,2024-05-19 03:40:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,518.9,2024-05-19 03:45:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,549.6,2024-05-19 03:50:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,555.9,2024-05-19 03:55:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,557.9,2024-05-19 04:00:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,551.7,2024-05-19 04:05:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,586.5,2024-05-19 04:10:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,529.1,2024-05-19 04:15:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,573.4,2024-05-19 04:20:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,521.7,2024-05-19 04:25:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,508.8,2024-05-19 04:30:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,533.5,2024-05-19 04:35:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,554.3,2024-05-19 04:40:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,564.6,2024-05-19 04:45:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,518.7,2024-05-19 04:50:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,559.6,2024-05-19 04:55:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,598.4,2024-05-19 05:00:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,544.4,2024-05-19 05:05:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,578.4,2024-05-19 05:10:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,580.8,2024-05-19 05:15:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,553.4,2024-05-19 05:20:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,528.7,2024-05-19 05:25:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,553.6,2024-05-19 05:30:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,530.7,2024-05-19 05:35:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,525.8,2024-05-19 05:40:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,545.7,2024-05-19 05:45:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,511.4,2024-05-19 05:50:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,539.1,2024-05-19 05:55:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,510.5,2024-05-19 06:00:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,576.4,2024-05-19 06:05:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,577.7,2024-05-19 06:10:00
TEY8OO5iafAV96gRKcZohbO6ED,V4,sensor_light,590.7,2024-05-19 06:15:00
